,playerID,H_x,AB,Average
3726,hayesfr01,1164,4493,0.2590696639216559
3727,hayesja01,267,1148,0.23257839721254356
3728,hayesja02,1069,4040,0.2646039603960396
3730,hayesvo01,1402,5249,0.2670984949514193
3733,haywora01,546,2062,0.26479146459747815
3740,headlch01,1331,5036,0.2642970611596505
3742,healyfr02,332,1326,0.25037707390648567
3743,healyry01,238,845,0.2816568047337278
3750,heathcl01,1222,4443,0.2750393878010353
3751,heathje01,1447,4937,0.29309297144014584
3754,heathmi02,1061,4212,0.25189933523266855
3757,hebneri01,1694,6144,0.2757161458333333
3758,hechaad01,641,2513,0.25507361719060884
3760,hedgeau01,109,548,0.1989051094890511
3762,heffndo01,610,2526,0.2414885193982581
3763,heganji01,1087,4772,0.22778709136630343
3764,heganmi01,504,2080,0.2423076923076923
3766,heideja01,231,1093,0.21134492223238793
3768,heilmha01,2660,7787,0.3415949659689226
3774,heisebo01,283,1144,0.24737762237762237
3775,heisech01,380,1594,0.2383939774153074
3778,heldwo01,963,4019,0.23961184374222444
3784,helmsto01,1342,4997,0.2685611366820092
3785,helmswe01,694,2711,0.2559940981187754
3786,heltoto01,2519,7962,0.31637779452398895
3789,hemonsc01,132,607,0.21746293245469522
3792,hemphch01,1230,4541,0.2708654481391764
3794,hemslro01,1321,5047,0.2617396473152368
3795,hemusso01,736,2694,0.27319970304380103
3796,hendeda01,1324,5130,0.2580896686159844
3797,hendeke01,1168,4553,0.2565341533055128
3798,henderi01,3055,10961,0.2787154456710154
3799,hendest01,976,3484,0.2801377726750861
3800,hendrge01,1980,7129,0.2777388132977977
3801,hendrha01,896,2910,0.30790378006872854
3803,hendrti01,356,1291,0.27575522850503487
3808,henlibu01,611,2101,0.2908138981437411
3813,henrito01,1297,4603,0.28177275689767545
3815,henryjo02,397,1920,0.20677083333333332
3821,hermaba01,1818,5603,0.3244690344458326
3822,hermabi01,2345,7707,0.3042688465031789
3824,hermage01,533,1960,0.27193877551020407
3825,hermije01,517,2012,0.25695825049701787
3828,hernaan01,155,643,0.2410575427682737
3829,hernaca01,315,1244,0.2532154340836013
3832,hernace02,483,1698,0.284452296819788
3835,hernaen01,522,2327,0.2243231628706489
3836,hernaen02,197,836,0.23564593301435408
3837,hernago01,123,525,0.2342857142857143
3838,hernaja01,308,1480,0.20810810810810812
3839,hernajo01,1166,4618,0.25249025552187093
3840,hernake01,2182,7370,0.29606512890094977
3847,hernara02,1345,5105,0.26346718903036237
3851,herndla01,1334,4877,0.2735288086938692
3855,herreel01,148,586,0.2525597269624573
3858,herrejo03,311,1200,0.25916666666666666
3860,herreod01,462,1604,0.2880299251870324
3861,herrepa01,264,975,0.27076923076923076
3862,herrmch01,147,727,0.20220082530949107
3863,herrmed01,654,2729,0.23964822279223158
3866,herrto01,1450,5349,0.27107870630024306
3868,hershmi01,900,3572,0.251959686450168
3872,herzobu01,1370,5284,0.25927327781983345
3873,herzowh01,414,1614,0.25650557620817843
3879,hevinjo01,261,985,0.2649746192893401
3880,heydomi01,111,619,0.17932148626817448
3881,heywaja01,1038,3967,0.2616586841441896
3882,hiattja01,287,1142,0.2513134851138354
3887,hickmji01,158,727,0.2173314993122421
3888,hicksaa01,335,1447,0.23151347615756737
3894,hicksna01,301,1142,0.2635726795096322
3895,hidalri01,929,3459,0.268574732581671
3903,higgibo02,1336,4910,0.2720977596741344
3906,higgipi01,1941,6636,0.29249547920433994
3907,highadi01,549,1786,0.30739081746920494
3908,highan01,1250,4400,0.2840909090909091
3910,highhu01,386,1546,0.24967658473479948
3915,hillaa01,1501,5646,0.26585193057031525
3917,hillbo01,137,523,0.26195028680688337
3918,hillech01,516,2121,0.24328147100424327
3921,hillesh02,1014,3570,0.28403361344537814
3922,hillgl01,1005,3715,0.27052489905787347
3924,hillhu01,259,1200,0.21583333333333332
3927,hillje01,277,959,0.28884254431699685
3928,hillko01,197,951,0.20715036803364878
3929,hillma01,404,1809,0.22332780541735767
3933,hiltoda01,108,506,0.2134387351778656
3935,hinchaj01,209,953,0.2193074501573977
3936,hinchbi01,793,3043,0.2605980939861978
3942,hinsker01,947,3797,0.2494074269159863
3944,hintoch01,1048,3968,0.26411290322580644
3948,hislela01,1146,4205,0.27253269916765754
3949,hitchbi01,547,2249,0.2432192085371276
3951,hoakdo01,1144,4322,0.26469227209625174
3953,hoblidi01,1310,4706,0.27836804079898003
3954,hobsobu01,634,2556,0.24804381846635368
3956,hockeor01,598,2165,0.2762124711316397
3957,hockide01,591,2358,0.2506361323155216
3958,hodapjo01,880,2826,0.31139419674451524
3962,hodgegi01,1921,7030,0.2732574679943101
3964,hodgero01,342,1426,0.23983169705469845
3965,hodgira01,481,1689,0.2847838957963292
3971,hoffmgl01,524,2163,0.2422561257512714
3982,hofmabo01,166,670,0.24776119402985075
3983,hofmafr01,247,1000,0.247
3984,hofmaso01,1095,4072,0.268909626719057
3989,hogansh01,939,3180,0.2952830188679245
3990,hoganwi01,194,822,0.2360097323600973
3995,hoilech01,739,2820,0.2620567375886525
3997,holbebi01,486,2335,0.20813704496788007
4002,holdsji01,432,1484,0.29110512129380056
4005,hollato01,871,3191,0.2729551864619242
4008,hollida01,870,3346,0.26001195457262405
4009,hollida02,172,712,0.24157303370786518
4011,hollima01,2081,6956,0.2991661874640598
4014,holloch01,894,2936,0.30449591280653954
4015,hollyed01,224,971,0.23069001029866118
4020,holmeto01,1507,4992,0.30188301282051283
4022,holmwa01,410,1493,0.27461486939048896
4023,holtbr01,386,1457,0.26492793411118737
4024,holtji01,428,1616,0.26485148514851486
4034,hoovebu01,151,525,0.2876190476190476
4036,hoovejo01,301,1238,0.2431340872374798
4040,hopkiga01,324,1219,0.26579163248564397
4044,hoppjo01,1262,4260,0.2962441314553991
4046,hornebo01,1047,3777,0.27720413026211277
4047,hornsa01,250,1040,0.2403846153846154
4048,hornsro01,2930,8173,0.35849749174109874
4049,hortoto01,597,2228,0.26795332136445243
4050,hortowi01,1993,7298,0.27308851740202794
4056,hosmeer01,1132,3991,0.2836381859183162
4058,hosteda01,187,818,0.22860635696821516
4059,hotalpe01,931,3492,0.2666093928980527
4061,houcksa01,666,2659,0.25047010154193305
4064,housech02,145,579,0.2504317789291883
4066,housefr03,494,1994,0.2477432296890672
4069,housepa02,313,1326,0.23604826546003016
4071,houstty01,479,1805,0.26537396121883655
4073,hovlest01,263,1019,0.25809617271835134
4077,howarel01,1471,5363,0.27428677978743243
4078,howarfr01,1774,6488,0.27342786683107273
4079,howariv01,191,818,0.2334963325183374
4085,howarry01,1475,5707,0.2584545295251446
4087,howarth01,655,2483,0.26379379782521145
4088,howarwi01,267,1068,0.25
4089,howear01,682,2626,0.2597105864432597
4090,howeldi02,224,910,0.24615384615384617
4091,howelja02,632,2639,0.23948465327775673
4094,howelro02,991,3791,0.2614085993141651
4095,howerbi01,178,650,0.27384615384615385
4099,howsedi01,617,2483,0.24848973016512282
4100,hoydu01,2048,7115,0.2878425860857344
4101,hrbekke01,1749,6192,0.2824612403100775
4104,hubbagl01,1084,4441,0.24408916910605719
4106,hubbatr01,196,762,0.2572178477690289
4107,hubbske01,310,1255,0.24701195219123506
4108,hubercl01,225,854,0.26346604215456676
4115,hudlere01,461,1767,0.26089417091114886
4116,hudsojo01,283,1169,0.24208725406330198
4118,hudsoor01,1319,4825,0.2733678756476684
4119,huelsfr01,213,824,0.25849514563106796
4120,huffau01,1699,6104,0.27834207077326345
4123,huffmi01,198,801,0.24719101123595505
4125,huggimi01,1474,5558,0.26520331054336094
4131,hughero01,705,2582,0.27304415182029435
4134,huhnem01,128,560,0.22857142857142856
4136,huletti01,529,2128,0.24859022556390978
4138,hulseda01,336,1265,0.2656126482213439
4139,hulswru01,564,2230,0.25291479820627805
4140,hummejo01,991,3906,0.2537122375832053
4145,humphte01,223,1055,0.21137440758293838
4146,hundlni01,684,2745,0.24918032786885247
4147,hundlra01,813,3442,0.23619988378849507
4148,hundlto01,883,3769,0.234279649774476
4150,hunnebi01,452,1664,0.27163461538461536
4154,huntebi03,410,1875,0.21866666666666668
4155,huntebr01,364,1555,0.23408360128617364
4156,huntebr02,882,3347,0.26351956976396773
4162,hunteto01,2452,8857,0.27684317488991755
4164,huntke01,177,782,0.22634271099744246
4166,huntro01,1429,5235,0.27297039159503345
4167,huntzst01,131,636,0.2059748427672956
4169,hurdlcl01,360,1391,0.2588066139468009
4173,hurstdo01,976,3275,0.29801526717557253
4175,huskebu01,555,2078,0.2670837343599615
4176,husonje01,439,1879,0.23363491218733368
4185,hyattha01,247,925,0.267027027027027
4188,iannech01,721,3120,0.2310897435897436
4189,ibanera01,2034,7471,0.2722527104805247
4190,iglesjo01,478,1770,0.27005649717514124
4191,iguchta01,494,1841,0.26833242802824553
4192,incavpe01,1043,4233,0.24639735412237185
4193,inciaen01,628,2126,0.2953904045155221
4195,infanom01,1427,5271,0.2707266173401632
4196,ingebr01,1166,5014,0.23254886318308735
4197,ingersc01,130,521,0.2495201535508637
4202,iorgga01,633,2450,0.2583673469387755
4208,irvinmo01,731,2499,0.2925170068027211
4209,irwinch01,986,3685,0.26757123473541383
4210,irwinjo01,312,1269,0.2458628841607565
4214,ishiktr01,241,944,0.2552966101694915
4215,iviemi01,724,2694,0.26874536005939126
4216,iwamuak01,413,1545,0.26731391585760517
4218,izturce01,1103,4350,0.2535632183908046
4219,izturma01,810,3013,0.2688350481247926
4220,jablora01,687,2562,0.2681498829039813
4221,jacklfr01,327,1344,0.24330357142857142
4222,jacksau01,1060,3853,0.27511030365948613
4224,jacksbo01,598,2393,0.2498955286251567
4228,jacksco01,591,2184,0.2706043956043956
4229,jacksda04,536,2209,0.2426437301946582
4230,jacksge01,158,554,0.2851985559566787
4232,jacksji01,300,1274,0.23547880690737832
4233,jacksjo01,1772,4981,0.3557518570568159
4236,jacksra01,835,3203,0.26069310021854514
4237,jacksre01,2584,9864,0.2619626926196269
4239,jacksro02,774,2986,0.2592096450100469
4243,jacksso01,767,3055,0.251063829787234
4244,jackstr01,1768,6086,0.2905027932960894
4245,jacobba01,1714,5507,0.3112402396949337
4246,jacobbr01,1220,4520,0.26991150442477874
4252,jacobmi02,493,1949,0.2529502308876347
4255,jacobsp01,164,665,0.24661654135338346
4256,jahajo01,730,2775,0.26306306306306304
4261,jamesch01,358,1406,0.2546230440967283
4262,jamesch02,794,3040,0.2611842105263158
4264,jamesdi01,781,2708,0.28840472673559825
4270,janvrha01,515,2221,0.23187753264295363
4273,jasojo01,573,2224,0.25764388489208634
4276,javieju01,1469,5722,0.2567284166375393
4277,javiest01,1358,5047,0.26907073509015256
4278,jeffegr01,1593,5520,0.28858695652173916
4279,jeffere01,637,2123,0.30004710315591143
4280,jeffest01,180,832,0.21634615384615385
4285,jeltzst01,367,1749,0.20983419096626643
4286,jenkige01,1293,4700,0.2751063829787234
4292,jennide01,508,2076,0.24470134874759153
4294,jennihu01,1526,4895,0.3117466802860061
4296,jenseja01,1463,5236,0.27941176470588236
4299,jensewo01,774,2720,0.28455882352941175
4302,jeterde01,3465,11195,0.30951317552478785
4303,jeterjo01,213,873,0.24398625429553264
4305,jethrsa01,460,1763,0.26091888825865
4312,jimenma01,273,1003,0.27218344965104685
4314,johjike01,431,1609,0.26786824114356744
4316,johnsal01,1331,4623,0.2879082846636383
4318,johnsbi01,168,636,0.2641509433962264
4320,johnsbi03,882,3253,0.27113433753458344
4321,johnsbo01,2051,6920,0.2963872832369942
4322,johnsbo02,628,2307,0.27221499783268316
4324,johnsbr01,351,1415,0.2480565371024735
4327,johnsch04,940,3836,0.24504692387904067
4328,johnsch05,773,2811,0.27499110636784063
4329,johnscl01,1016,3945,0.25754119138149556
4331,johnsda02,1252,4797,0.2609964561184073
4332,johnsda06,324,1382,0.23444283646888567
4333,johnsde01,1447,5941,0.24356168995118666
4334,johnsdi01,751,2992,0.2510026737967914
4335,johnsdo01,992,3774,0.26285108638049814
4336,johnsdo02,528,1935,0.27286821705426356
4339,johnsel02,161,749,0.21495327102803738
4340,johnser01,697,2619,0.26613211149293625
4347,johnsho01,1229,4940,0.24878542510121457
4348,johnsja01,1254,4703,0.2666383159685307
4349,johnsji01,1493,5070,0.2944773175542406
4353,johnske05,1140,4543,0.2509355051727933
4355,johnsla02,755,2631,0.28696313188901557
4356,johnsla03,1565,5379,0.29094627254136457
4357,johnslo01,529,2049,0.258174719375305
4358,johnsma01,229,988,0.23178137651821862
4359,johnsma02,204,934,0.21841541755888652
4361,johnsni01,723,2698,0.2679762787249815
4368,johnsre02,1014,3630,0.2793388429752066
4369,johnsro02,1292,4359,0.2963982564808442
4374,johnsru01,221,836,0.26435406698564595
4375,johnssp01,400,1324,0.3021148036253776
4377,johnsti01,283,1269,0.22301024428684002
4380,johnswa03,145,569,0.2548330404217926
4382,jollesm01,521,1710,0.30467836257309944
4386,jonesad01,1650,5944,0.27759084791386274
4387,jonesan01,1933,7599,0.25437557573364916
4391,jonesbo01,791,2990,0.2645484949832776
4392,jonesbo02,133,603,0.22056384742951907
4395,jonesch03,420,1799,0.23346303501945526
4397,jonesch05,257,1021,0.2517140058765916
4398,jonesch06,2726,8984,0.30342831700801426
4399,jonescl01,1196,4263,0.28055360075064506
4402,jonesda01,1020,3774,0.2702702702702703
4403,jonesda03,548,2329,0.23529411764705882
4408,jonesfi01,1920,6747,0.28457092040907067
4414,jonesja03,181,790,0.2291139240506329
4415,jonesja04,1272,4594,0.27688289072703526
4421,jonesly01,239,947,0.25237592397043296
4422,jonesma01,778,3091,0.2516984794564866
4424,jonesni01,369,1381,0.2671976828385228
4429,jonesru01,1103,4415,0.24983012457531145
4432,joneste02,128,530,0.24150943396226415
4433,jonesto01,964,3847,0.25058487132830776
4434,jonestr01,356,1303,0.27321565617805066
4435,joneswi01,1502,5826,0.25780981805698594
4437,joosted01,1339,5606,0.23885123082411702
4438,jordabr01,1454,5160,0.2817829457364341
4439,jordabu01,890,2980,0.2986577181208054
4440,jordadu01,108,519,0.20809248554913296
4441,jordaji01,327,1273,0.25687352710133543
4442,jordake01,363,1409,0.2576295244854507
4444,jordari02,592,2104,0.2813688212927757
4447,jordati01,474,1813,0.26144511858797576
4449,jorgear01,176,738,0.23848238482384823
4450,jorgemi01,833,3421,0.24349605378544284
4453,jorgesp01,201,755,0.2662251655629139
4455,josefe01,708,2527,0.28017411950929955
4456,josepca01,214,952,0.22478991596638656
4458,josepdu01,388,1505,0.2578073089700997
4459,josepri01,154,633,0.24328593996840442
4460,josepto01,200,810,0.24691358024691357
4461,joshuvo01,610,2234,0.2730528200537153
4464,joycebi01,971,3310,0.29335347432024167
4465,joycema01,759,3129,0.24256951102588686
4466,joynewa01,2060,7127,0.2890416725129788
4469,judgeaa01,169,626,0.26996805111821087
4470,judgejo01,2352,7898,0.2977969106102811
4471,judniwa01,782,2786,0.28068916008614503
4476,jurgebi01,1613,6253,0.25795618103310414
4477,justida01,1571,5625,0.27928888888888886
4479,jutzesk01,141,656,0.2149390243902439
4487,kahoemi01,278,1309,0.21237585943468296
4491,kalinal01,3007,10116,0.2972518782127323
4494,kammwi01,1643,5851,0.2808066997094514
4495,kampoal01,531,2182,0.24335472043996334
4497,kanehro01,192,796,0.24120603015075376
4500,kanejo01,181,824,0.2196601941747573
4503,kangju01,202,739,0.2733423545331529
4504,kaplega01,799,2983,0.26785115655380487
4507,karkoro01,574,2597,0.2210242587601078
4510,karroer01,1724,6441,0.2676603011954665
4512,kaskoed01,935,3546,0.26367738296672305
4513,katama01,166,695,0.23884892086330936
4514,kattra01,248,1071,0.2315592903828198
4515,kauffbe01,961,3094,0.31060116354234
4520,kavanma01,257,1033,0.24878993223620524
4521,kawasmu01,150,633,0.23696682464454977
4523,kazaked01,165,605,0.2727272727272727
4524,kazante01,288,1329,0.21670428893905191
4526,kearnau01,914,3606,0.25346644481419855
4527,kearnbo01,316,1356,0.23303834808259588
4534,keelewi01,2932,8591,0.34128739378419276
4539,keistbi01,758,2433,0.3115495273325113
4541,kellech01,1085,3790,0.2862796833773087
4546,kellejo01,2220,7006,0.316871253211533
4547,kellejo02,206,703,0.2930298719772404
4549,kellemi02,230,1081,0.2127659574468085
4551,kellge01,2054,6702,0.30647567890182037
4561,kellyji01,212,714,0.2969187675070028
4564,kellyjo03,300,1341,0.22371364653243847
4568,kellymi02,165,684,0.2412280701754386
4569,kellypa01,1147,4338,0.264407561088059
4571,kellypa03,495,1988,0.24899396378269617
4573,kellyro01,1390,4797,0.2897644361058995
4579,keltnke01,1570,5683,0.2762625373922224
4583,kemmlru01,166,860,0.1930232558139535
4584,kempma01,1634,5726,0.2853650017464198
4585,kempst01,1128,4058,0.2779694430754066
4587,kendafr01,603,2576,0.23408385093167702
4588,kendaja01,2195,7627,0.28779336567457714
4590,kendrho01,1561,5373,0.2905267076121347
4592,kennead01,1488,5473,0.2718801388635118
4593,kennebo01,1176,4624,0.25432525951557095
4594,kennedo01,160,615,0.2601626016260163
4595,kenneed01,225,1105,0.20361990950226244
4597,kenneje01,325,1369,0.23739956172388604
4601,kennejo03,475,2110,0.22511848341232227
4602,kenneju01,258,1041,0.2478386167146974
4605,kennete02,1313,4979,0.26370757180156656
4606,kentje01,2461,8498,0.2895975523652624
4607,kenwobi01,301,989,0.30434782608695654
4609,keougjo01,212,863,0.24565469293163383
4610,keougma01,434,1796,0.24164810690423164
4611,keplema01,218,914,0.23851203501094093
4612,keppije01,814,2882,0.2824427480916031
4613,kerinjo01,561,2227,0.25190839694656486
4619,kerrbu01,903,3631,0.24869182043514185
4621,kerrjo01,388,1457,0.26630061770761837
4624,kessido01,1931,7651,0.2523853091099203
4634,kieltbo01,456,1792,0.2544642857142857
4636,kiermke01,415,1582,0.26232616940581543
4638,kildupe01,374,1384,0.2702312138728324
4640,killebi01,751,3150,0.2384126984126984
4641,killeha01,2086,8147,0.25604517000122745
4642,killere01,381,1537,0.24788549121665582
4645,kimhy01,141,517,0.2727272727272727
4648,kindaje01,439,2057,0.21341759844433641
4649,kinerra01,1451,5205,0.2787704130643612
4652,kingemi01,546,2034,0.26843657817109146
4653,kingha01,146,683,0.21376281112737922
4654,kingje01,1091,4262,0.25598310652275924
4655,kingji01,699,2918,0.23954763536668952
4657,kingle02,294,1189,0.24726661059714045
4662,kingsge01,134,533,0.25140712945590993
4668,kinslia01,1826,6678,0.27343516022761305
4669,kinslto01,376,1414,0.26591230551626593
